lambda,profile_name,profile_color,profile_marker,service_rate,spawn_rate,max_queue,ram_warm,cpu_warm,ram_demand,cpu_demand,best_theta_blocking_ratios,best_blocking_ratios_value,best_theta_latency,best_latency_value,best_theta_ram_usage_per_request,best_ram_usage_per_request_value,best_theta_cpu_usage_per_request,best_cpu_usage_per_request_value
7.376363636363636,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.2066367435118339,0.614848484848485,2.3010338699377453,0.7660606060606061,1.4268457772928802
7.477272727272727,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.2069117212360685,0.5140404040404041,2.272543591980459,0.5140404040404041,1.420771788260882
7.578181818181818,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20640710324253606,0.6652525252525253,2.278470536724985,0.5140404040404041,1.417002461471575
7.679090909090909,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20377238691555472,0.4132323232323233,2.265365947481487,0.5644444444444445,1.4156649839364641
7.779999999999999,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20617427210254552,0.4132323232323233,2.263147083261037,0.4132323232323233,1.40851845207182
7.880909090909091,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.2085380571880257,0.4636363636363637,2.251799311138175,0.6652525252525253,1.4115606635487778
7.9818181818181815,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20890587228992796,0.5140404040404041,2.2535825494193262,0.614848484848485,1.4132519782805617
8.082727272727272,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20613365882221385,0.4636363636363637,2.2254625535862083,0.5140404040404041,1.3974199489661825
8.183636363636364,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.2073057263783693,0.4636363636363637,2.2316179314854128,0.4636363636363637,1.4061106827834977
8.284545454545453,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20755007611265924,0.4132323232323233,2.2306735501095702,0.5140404040404041,1.407083798248418
8.385454545454545,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20475218262009615,0.3628282828282829,2.1980669972883087,0.3628282828282829,1.3862319390254847
8.486363636363636,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.2105532336810673,0.4636363636363637,2.2039757374089874,0.4636363636363637,1.394291944105777
8.587272727272726,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20517535433428866,0.3628282828282829,2.199436039215874,0.3628282828282829,1.3930658348944367
8.688181818181818,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20661484333601857,0.4636363636363637,2.204304541972316,0.4132323232323233,1.3957310079757181
8.789090909090909,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.2046012190213386,0.4636363636363637,2.1645741367636395,0.4636363636363637,1.3766289611404214
8.889999999999999,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20533525123116797,0.3628282828282829,2.1816185506911854,0.3628282828282829,1.3907271426034897
8.99090909090909,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.2069583753225094,0.614848484848485,2.174308175921544,0.8164646464646466,1.3867238831539095
9.091818181818182,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20556851333637702,0.3628282828282829,2.171001920349576,0.3124242424242425,1.3877334468512414
9.192727272727272,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20585883274171599,0.4132323232323233,2.164895338325705,0.4636363636363637,1.3853380492803542
9.293636363636363,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20743330650392564,0.5644444444444445,2.1338657856619023,0.5644444444444445,1.368358245118919
9.394545454545455,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.2047938334999749,0.4636363636363637,2.145527611740138,0.5644444444444445,1.375800685607366
9.495454545454544,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20630797010117294,0.614848484848485,2.1487990858927715,0.614848484848485,1.3806201663250512
9.596363636363636,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20523864914974224,0.4132323232323233,2.1303332498010517,0.4132323232323233,1.374045049448844
9.697272727272727,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20595642939135209,0.3628282828282829,2.135228828101568,0.3628282828282829,1.3766150579870506
9.798181818181817,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20589566595332387,0.3124242424242425,2.12242536099502,0.3124242424242425,1.365185766077122
9.899090909090908,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20487872647608316,0.4636363636363637,2.1209675114751754,0.5644444444444445,1.3711224510548032
10.0,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20567407877717533,0.4132323232323233,2.124216824645742,0.9172727272727274,1.3654051048348461
